claim_id,degenerate_strata,evidence_type,exchangeable_parent_fraction,holm_p,metric,nonfinite_pairs,null_mean,null_reference_lower,null_reference_upper,outcome,p_value,pair_count,pair_independence_assumed,parent_count,permutation_unit,permutations,seed,spearman_rho,tail,uncertainty_kind
numeric_proximity:geometry,[],exploratory_conditioned_parent_permutation,1,0.001998001998,geometry,0,-0.000692879364256,-0.0128611535712,0.0122166564284,supported_within_scope,0.000999000999001,70876,False,377,parent_route_number_within_city_geographic_stratum,1000,20260905,0.024762753746,right_inclusive_plus_one,randomization_null_reference_not_sampling_confidence_interval
numeric_proximity:topology,[],exploratory_conditioned_parent_permutation,1,0.001998001998,topology,0,0.0544821275578,0.0431198852978,0.0658960498857,supported_within_scope,0.000999000999001,70876,False,377,parent_route_number_within_city_geographic_stratum,1000,20260905,0.102025931622,right_inclusive_plus_one,randomization_null_reference_not_sampling_confidence_interval
