comparison,city,population_method,difference_m,cells,allocated_population,F_cells,F_allocated_population
representative_minus_mean,Both,all,66.1786926025,1,22.1851792902,0.704822565969,0.847331879277
representative_minus_mean,Both,all,66.2156565093,1,387.003539032,0.705004549591,0.84739868461
representative_minus_mean,Both,all,66.2184803838,1,31.306483324,0.705186533212,0.847404088799
representative_minus_mean,Both,all,66.2283462214,1,65.5519312569,0.705368516833,0.847415404506
representative_minus_mean,Both,all,66.2396016295,1,28.6314881192,0.705550500455,0.847420346931
representative_minus_mean,Both,all,66.2620165119,1,84.3010989406,0.705732484076,0.847434899157
representative_minus_mean,Both,all,66.2765987028,1,1567.20387135,0.705914467698,0.847705433058
representative_minus_mean,Both,all,66.2889435816,1,89.806296206,0.706096451319,0.847720935602
representative_minus_mean,Both,all,66.3409001912,1,101.967063616,0.706278434941,0.847738537363
representative_minus_mean,Both,all,66.3783528532,1,123.597935529,0.706460418562,0.847759873089
representative_minus_mean,Both,all,66.4214171739,1,1.09042755045,0.706642402184,0.84776006132
representative_minus_mean,Both,all,66.4279987938,1,153.521725429,0.706824385805,0.847786562551
representative_minus_mean,Both,all,66.4765651883,1,2.42136777308,0.707006369427,0.847786980532
representative_minus_mean,Both,all,66.6343899606,1,3119.85172868,0.707188353048,0.848325535646
representative_minus_mean,Both,all,66.6619602588,1,1585.59680901,0.70737033667,0.848599244573
representative_minus_mean,Both,all,66.7678070872,1,41.2678642925,0.707552320291,0.848606368315
representative_minus_mean,Both,all,66.8468416274,1,94.4086663696,0.707734303913,0.84862266533
representative_minus_mean,Both,all,66.8511886398,1,16.0990615594,0.707916287534,0.848625444382
representative_minus_mean,Both,all,66.8676323649,1,379.343240581,0.708098271156,0.848690927379
representative_minus_mean,Both,all,66.868007141,1,132.460128708,0.708280254777,0.848713792915
representative_minus_mean,Both,all,66.8998616371,1,1630.42021732,0.708462238399,0.848995239349
representative_minus_mean,Both,all,66.9388079037,1,790.341463884,0.70864422202,0.849131669691
representative_minus_mean,Both,all,66.9791264119,1,69.9475182133,0.708826205641,0.849143744173
representative_minus_mean,Both,all,66.9899974879,1,12.5170666948,0.709008189263,0.849145904894
representative_minus_mean,Both,all,67.0126467103,1,866.267101269,0.709190172884,0.849295441672
representative_minus_mean,Both,all,67.0307648147,1,2806.52564893,0.709372156506,0.849779909804
representative_minus_mean,Both,all,67.0434702785,1,134.391785305,0.709554140127,0.849803108786
representative_minus_mean,Both,all,67.0601169184,1,1600.69965183,0.709736123749,0.850079424796
representative_minus_mean,Both,all,67.1352001411,1,2844.98681762,0.70991810737,0.850570532173
representative_minus_mean,Both,all,67.1720242119,1,9.74108963368,0.710100090992,0.850572213699
representative_minus_mean,Both,all,67.2243000514,1,2386.07158227,0.710282074613,0.8509841022
representative_minus_mean,Both,all,67.3436808263,1,3261.64103673,0.710464058235,0.85154713327
representative_minus_mean,Both,all,67.4061499063,1,119.181549215,0.710646041856,0.85156770663
representative_minus_mean,Both,all,67.4178703585,1,0.42383337865,0.710828025478,0.851567779793
representative_minus_mean,Both,all,67.5404579627,1,2785.0423914,0.711010009099,0.852048539442
representative_minus_mean,Both,all,67.6144366476,1,749.879548066,0.711191992721,0.852177985166
representative_minus_mean,Both,all,67.633837323,1,65.7888558828,0.711373976342,0.852189341771
representative_minus_mean,Both,all,67.6413378402,1,4799.52200909,0.711555959964,0.853017844964
representative_minus_mean,Both,all,67.6876736811,1,1748.30541335,0.711737943585,0.853319640979
representative_minus_mean,Both,all,67.7519403157,1,1430.15140319,0.711919927207,0.853566516606
representative_minus_mean,Both,all,67.7754926732,1,235.037699905,0.712101910828,0.853607089289
representative_minus_mean,Both,all,67.8091957164,1,907.19014347,0.712283894449,0.853763690286
representative_minus_mean,Both,all,67.8256021812,1,475.375702783,0.712465878071,0.853845750601
representative_minus_mean,Both,all,67.8302613832,1,1966.62950759,0.712647861692,0.854185234163
representative_minus_mean,Both,all,67.850345551,1,1930.27905152,0.712829845314,0.854518442835
representative_minus_mean,Both,all,67.9162813946,1,2686.94096404,0.713011828935,0.854982268017
representative_minus_mean,Both,all,67.9668275355,1,447.656613673,0.713193812557,0.855059543407
representative_minus_mean,Both,all,68.0579319098,1,27.2948552443,0.713375796178,0.8550642551
representative_minus_mean,Both,all,68.0608069958,1,53.2189303126,0.7135577798,0.855073441859
representative_minus_mean,Both,all,68.1331542694,1,3968.3393071,0.713739763421,0.855758464614
representative_minus_mean,Both,all,68.1416554389,1,3866.08364791,0.713921747043,0.85642583579
representative_minus_mean,Both,all,68.17675005,1,413.734564055,0.714103730664,0.856497255487
representative_minus_mean,Both,all,68.3029768754,1,1590.15438788,0.714285714286,0.856771751152
representative_minus_mean,Both,all,68.3373658077,1,1492.54630574,0.714467697907,0.857029397513
representative_minus_mean,Both,all,68.353088702,1,3.5040285052,0.714649681529,0.857030002386
representative_minus_mean,Both,all,68.3973875034,1,69.9182527166,0.71483166515,0.857042071816
representative_minus_mean,Both,all,68.4314289481,1,848.839834529,0.715013648772,0.857188600264
representative_minus_mean,Both,all,68.4753001384,1,20.458262882,0.715195632393,0.857192131811
representative_minus_mean,Both,all,68.5216936222,1,518.412843556,0.715377616015,0.857281621284
representative_minus_mean,Both,all,68.6924937828,1,416.679540256,0.715559599636,0.857353549349
representative_minus_mean,Both,all,68.698407157,1,3442.63602612,0.715741583258,0.85794782414
representative_minus_mean,Both,all,68.7376502585,1,2721.13655634,0.715923566879,0.858417552234
representative_minus_mean,Both,all,68.8649821878,1,1480.48077269,0.7161055505,0.858673115819
representative_minus_mean,Both,all,68.9064778195,1,1438.34505183,0.716287534122,0.85892140585
representative_minus_mean,Both,all,68.9560660722,1,82.4681099698,0.716469517743,0.858935641661
representative_minus_mean,Both,all,69.0774226735,1,28.57842292,0.716651501365,0.858940574927
representative_minus_mean,Both,all,69.1713487725,1,3801.99415642,0.716833484986,0.859596882845
representative_minus_mean,Both,all,69.2219997467,1,68.1343816446,0.717015468608,0.85960864434
representative_minus_mean,Both,all,69.3594425387,1,1698.36701333,0.717197452229,0.859901819887
representative_minus_mean,Both,all,69.3844664289,1,45.4539964392,0.717379435851,0.859909666248
representative_minus_mean,Both,all,69.550155999,1,8.58438475596,0.717561419472,0.859911148102
representative_minus_mean,Both,all,69.6709222413,1,4651.28612269,0.717743403094,0.860714062517
representative_minus_mean,Both,all,69.6876664433,1,3120.99424359,0.717925386715,0.861252814853
representative_minus_mean,Both,all,69.7187186603,1,1010.62072785,0.718107370337,0.861427270246
representative_minus_mean,Both,all,69.7311842686,1,9.91989901484,0.718289353958,0.861428982639
representative_minus_mean,Both,all,69.7704126934,1,50.6533478814,0.71847133758,0.861437726523
representative_minus_mean,Both,all,69.7805698205,1,2485.06142043,0.718653321201,0.86186670285
representative_minus_mean,Both,all,69.8300810754,1,1027.80274084,0.718835304823,0.862044124237
representative_minus_mean,Both,all,69.856392891,1,855.370854797,0.719017288444,0.862191780083
representative_minus_mean,Both,all,69.9217296706,1,5.31875558393,0.719199272066,0.862192698217
representative_minus_mean,Both,all,69.9681557392,1,342.894900034,0.719381255687,0.862251889428
representative_minus_mean,Both,all,70.0145531393,1,2430.55047771,0.719563239308,0.862671455966
representative_minus_mean,Both,all,70.0682191069,1,8.65016310023,0.71974522293,0.862672949175
representative_minus_mean,Both,all,70.0912295386,1,304.613369326,0.719927206551,0.86272553215
representative_minus_mean,Both,all,70.1951550203,1,24.5789991382,0.720109190173,0.862729775027
representative_minus_mean,Both,all,70.3266266164,1,2139.91159931,0.720291173794,0.863099170894
representative_minus_mean,Both,all,70.3686888389,1,671.837744525,0.720473157416,0.863215144884
representative_minus_mean,Both,all,70.4024148617,1,742.900174807,0.720655141037,0.863343385814
representative_minus_mean,Both,all,70.4037987415,1,883.020209477,0.720837124659,0.863495814548
representative_minus_mean,Both,all,70.466682488,1,61.1856505717,0.72101910828,0.863506376538
representative_minus_mean,Both,all,70.4974488203,1,4789.94990318,0.721201091902,0.864333227375
representative_minus_mean,Both,all,70.5103009899,1,21.4940040626,0.721383075523,0.864336937714
representative_minus_mean,Both,all,70.5177949663,1,1148.93883093,0.721565059145,0.864535269858
representative_minus_mean,Both,all,70.7090629289,1,3123.83956219,0.721747042766,0.865074513359
representative_minus_mean,Both,all,70.7479484343,1,269.767347535,0.721929026388,0.865121081144
representative_minus_mean,Both,all,70.8767516043,1,219.194558513,0.722111010009,0.865158918952
representative_minus_mean,Both,all,71.0227110741,1,1225.4763804,0.722292993631,0.865370463162
representative_minus_mean,Both,all,71.1118079432,1,674.631039364,0.722474977252,0.865486919336
representative_minus_mean,Both,all,71.161238843,1,3401.392894,0.722656960874,0.866074074655
representative_minus_mean,Both,all,71.2021451033,1,176.922890682,0.722838944495,0.866104615442
representative_minus_mean,Both,all,71.3321071198,1,1.51896692022,0.723020928116,0.866104877649
representative_minus_mean,Both,all,71.3455967258,1,565.521893686,0.723202911738,0.866202499182
representative_minus_mean,Both,all,71.3925096002,1,4277.33067876,0.723384895359,0.866940860651
representative_minus_mean,Both,all,71.4772118121,1,106.17342206,0.723566878981,0.866959188522
representative_minus_mean,Both,all,71.5554538964,1,22.9461931967,0.723748862602,0.86696314954
representative_minus_mean,Both,all,71.5856106348,1,18.2666470615,0.723930846224,0.866966302766
representative_minus_mean,Both,all,71.6525064829,1,514.409324186,0.724112829845,0.867055101144
representative_minus_mean,Both,all,72.0579299946,1,28.6092811272,0.724294813467,0.867060039736
representative_minus_mean,Both,all,72.0976329383,1,9.68052467341,0.724476797088,0.867061710807
representative_minus_mean,Both,all,72.1005583885,1,222.037963262,0.72465878071,0.867100039449
representative_minus_mean,Both,all,72.185262955,1,302.844588778,0.724840764331,0.867152317095
representative_minus_mean,Both,all,72.1868668345,1,490.998790109,0.725022747953,0.867237074299
representative_minus_mean,Both,all,72.2518835893,1,1246.36685669,0.725204731574,0.867452224665
representative_minus_mean,Both,all,72.2545458702,1,355.409021144,0.725386715196,0.867513576089
representative_minus_mean,Both,all,72.5531479798,1,921.095532805,0.725568698817,0.867672577462
representative_minus_mean,Both,all,72.5790687976,1,5376.1315564,0.725750682439,0.868600616161
representative_minus_mean,Both,all,72.6093383554,1,806.690553512,0.72593266606,0.868739868716
representative_minus_mean,Both,all,72.6257329123,1,180.4817429,0.726114649682,0.868771023839
representative_minus_mean,Both,all,72.6767300413,1,3.25934026654,0.726296633303,0.868771586473
representative_minus_mean,Both,all,72.6910088341,1,1.9672967546,0.726478616924,0.868771926072
representative_minus_mean,Both,all,72.7571401435,1,354.654594541,0.726660600546,0.868833147265
representative_minus_mean,Both,all,72.7782698177,1,500.783479696,0.726842584167,0.868919593522
representative_minus_mean,Both,all,72.8247341442,1,160.796421671,0.727024567789,0.868947350525
representative_minus_mean,Both,all,72.8730179829,1,168.005406397,0.72720655141,0.868976351958
representative_minus_mean,Both,all,72.9298819648,1,2619.64693358,0.727388535032,0.869428560708
representative_minus_mean,Both,all,72.9749208951,1,1563.70650577,0.727570518653,0.869698490887
representative_minus_mean,Both,all,73.0408633585,1,3487.99387489,0.727752502275,0.870300595442
representative_minus_mean,Both,all,73.0461991156,1,602.087014837,0.727934485896,0.870404528919
representative_minus_mean,Both,all,73.1115902554,1,1285.8511361,0.728116469518,0.870626495142
representative_minus_mean,Both,all,73.152521258,1,256.155898917,0.728298453139,0.870670713292
representative_minus_mean,Both,all,73.1667663333,1,2509.30663597,0.728480436761,0.871103874876
representative_minus_mean,Both,all,73.2493105126,1,1520.81839348,0.728662420382,0.871366401622
representative_minus_mean,Both,all,73.2731351332,1,159.129110384,0.728844404004,0.871393870811
representative_minus_mean,Both,all,73.2816174347,1,17.4690137522,0.729026387625,0.871396886348
representative_minus_mean,Both,all,73.3165833677,1,3770.37741676,0.729208371247,0.87204773652
representative_minus_mean,Both,all,73.3841035221,1,2357.75725534,0.729390354868,0.872454737345
representative_minus_mean,Both,all,73.4637255531,1,0.716369501967,0.72957233849,0.872454861006
representative_minus_mean,Both,all,73.4929386888,1,2506.61636493,0.729754322111,0.872887558191
representative_minus_mean,Both,all,73.5571234639,1,807.408427311,0.729936305732,0.873026934666
representative_minus_mean,Both,all,73.7949749876,1,3859.56504389,0.730118289354,0.873693180587
representative_minus_mean,Both,all,73.8568486286,1,1181.68834769,0.730300272975,0.873897166019
representative_minus_mean,Both,all,73.8698855901,1,2347.4882674,0.730482256597,0.87430239419
representative_minus_mean,Both,all,73.8918926257,1,5.11049924351,0.730664240218,0.874303276375
representative_minus_mean,Both,all,73.9056174773,1,1387.99667168,0.73084622384,0.874542875167
representative_minus_mean,Both,all,73.9402346233,1,26.2361838526,0.731028207461,0.87454740411
representative_minus_mean,Both,all,73.9419482785,1,527.578321322,0.731210191083,0.874638475746
representative_minus_mean,Both,all,73.9508828022,1,34.0094508812,0.731392174704,0.874644346526
representative_minus_mean,Both,all,74.0140374998,1,445.259620739,0.731574158326,0.874721208142
representative_minus_mean,Both,all,74.084463815,1,2022.21584927,0.731756141947,0.875070287131
representative_minus_mean,Both,all,74.137618793,1,1244.11806271,0.731938125569,0.875285049306
representative_minus_mean,Both,all,74.1475009884,1,2592.4467833,0.73212010919,0.875732562712
representative_minus_mean,Both,all,74.1922377632,1,40.6540257707,0.732302092812,0.875739580492
representative_minus_mean,Both,all,74.2333853378,1,148.724539761,0.732484076433,0.875765253622
representative_minus_mean,Both,all,74.585035332,1,395,0.732666060055,0.875833439321
representative_minus_mean,Both,all,74.5896135996,1,64.8832879696,0.732848043676,0.875844639605
representative_minus_mean,Both,all,74.6639731491,1,99.2036314407,0.733030027298,0.875861764337
representative_minus_mean,Both,all,74.7650610066,1,49.3841900243,0.733212010919,0.875870289136
representative_minus_mean,Both,all,74.7741275332,1,26.1407778508,0.73339399454,0.87587480161
representative_minus_mean,Both,all,74.7968729367,1,3614.0683057,0.733575978162,0.876498669388
representative_minus_mean,Both,all,74.8149236206,1,3962.85898244,0.733757961783,0.877182746117
representative_minus_mean,Both,all,74.8319158169,1,52.1629979333,0.733939945405,0.8771917506
representative_minus_mean,Both,all,74.8665758596,1,1701.12305105,0.734121929026,0.8774854019
representative_minus_mean,Both,all,74.8702022242,1,1322.46318905,0.734303912648,0.87771368817
representative_minus_mean,Both,all,74.9131059022,1,3249.26282996,0.734485896269,0.878274582489
representative_minus_mean,Both,all,74.9794188813,1,736.100610777,0.734667879891,0.878401649665
representative_minus_mean,Both,all,75.1794924304,1,18.3013024327,0.734849863512,0.878404808872
representative_minus_mean,Both,all,75.2591484525,1,2277.21361834,0.735031847134,0.878797906091
representative_minus_mean,Both,all,75.271573927,1,2362.00420785,0.735213830755,0.879205640033
representative_minus_mean,Both,all,75.2760062881,1,1613.53002222,0.735395814377,0.879484170848
representative_minus_mean,Both,all,75.2768452799,1,2959.15031433,0.735577797998,0.879994985358
representative_minus_mean,Both,all,75.2829218431,1,4032.5395881,0.73575978162,0.880691090495
representative_minus_mean,Both,all,75.3500594717,1,66.6390470135,0.735941765241,0.880702593862
representative_minus_mean,Both,all,75.3632436748,1,45.1816166077,0.736123748863,0.880710393204
representative_minus_mean,Both,all,75.4086659137,1,4.43189442795,0.736305732484,0.880711158247
representative_minus_mean,Both,all,75.6807748072,1,458.188826708,0.736487716106,0.880790251728
representative_minus_mean,Both,all,75.7074104128,1,94.7507593128,0.736669699727,0.880806607796
representative_minus_mean,Both,all,75.7191497406,1,96.595171465,0.736851683348,0.88082328225
representative_minus_mean,Both,all,75.751895656,1,2318.40300332,0.73703366697,0.881223489664
representative_minus_mean,Both,all,75.7679313072,1,17.5710755041,0.737215650591,0.881226522818
representative_minus_mean,Both,all,75.8165917777,1,2809.75012011,0.737397634213,0.881711547565
representative_minus_mean,Both,all,75.8562565051,1,1081.00770761,0.737579617834,0.881898153301
representative_minus_mean,Both,all,75.9189963676,1,1643.07240623,0.737761601456,0.882181783782
representative_minus_mean,Both,all,75.998592975,1,2278.33920716,0.737943585077,0.882575075302
representative_minus_mean,Both,all,76.0351857765,1,25.3348493648,0.738125568699,0.882579448655
representative_minus_mean,Both,all,76.0619987841,1,468.655770319,0.73830755232,0.882660348962
representative_minus_mean,Both,all,76.1223260149,1,1630.2294291,0.738489535942,0.882941762462
representative_minus_mean,Both,all,76.1491559479,1,2916.68891796,0.738671519563,0.8834452472
representative_minus_mean,Both,all,76.2440021609,1,90.090993216,0.738853503185,0.883460798889
representative_minus_mean,Both,all,76.32566461,1,1525.60505271,0.739035486806,0.883724151918
representative_minus_mean,Both,all,76.4089757561,1,11.4823435371,0.739217470428,0.883726134023
representative_minus_mean,Both,all,76.4188456122,1,113.062921411,0.739399454049,0.883745651174
representative_minus_mean,Both,all,76.5737741472,1,550.055900661,0.739581437671,0.883840602935
representative_minus_mean,Both,all,76.6078655083,1,2136.55232184,0.739763421292,0.884209418917
representative_minus_mean,Both,all,76.6471355883,1,671.265537811,0.739945404914,0.884325294131
representative_minus_mean,Both,all,76.6747045871,1,7.00461582346,0.740127388535,0.884326503282
representative_minus_mean,Both,all,76.6849621897,1,2165.03712814,0.740309372157,0.884700236369
representative_minus_mean,Both,all,76.7273343796,1,133.466933823,0.740491355778,0.884723275701
representative_minus_mean,Both,all,76.7726524099,1,1073.02053933,0.740673339399,0.884908502676
representative_minus_mean,Both,all,76.8736950946,1,565.122065916,0.740855323021,0.885006055189
representative_minus_mean,Both,all,77.0193552651,1,1480.81763062,0.741037306642,0.885261676923
representative_minus_mean,Both,all,77.037421039,1,191.355065578,0.741219290264,0.885294709021
representative_minus_mean,Both,all,77.3046256019,1,133.62454166,0.741401273885,0.885317775559
representative_minus_mean,Both,all,77.3100957852,1,2106.84257889,0.741583257507,0.885681462985
representative_minus_mean,Both,all,77.3232182958,1,0.467068004429,0.741765241128,0.885681543611
representative_minus_mean,Both,all,77.4141370924,1,53.4179407955,0.74194722475,0.885690764724
representative_minus_mean,Both,all,77.5821563461,1,193.814822893,0.742129208371,0.885724221431
representative_minus_mean,Both,all,77.633510515,1,71.3277562905,0.742311191993,0.885736534172
representative_minus_mean,Both,all,77.7153237723,1,167.274800953,0.742493175614,0.885765409487
representative_minus_mean,Both,all,77.7176064322,1,173.839703473,0.742675159236,0.885795418048
representative_minus_mean,Both,all,77.7951118813,1,826.511035581,0.742857142857,0.885938092054
representative_minus_mean,Both,all,77.8486599464,1,2687.02560955,0.743039126479,0.886401931847
representative_minus_mean,Both,all,77.89516709,1,598.981016305,0.7432211101,0.886505329161
representative_minus_mean,Both,all,78.0461638094,1,19.192199107,0.743403093722,0.886508642158
representative_minus_mean,Both,all,78.1092787616,1,3434.07748758,0.743585077343,0.887101439557
representative_minus_mean,Both,all,78.1785228266,1,9.50306832923,0.743767060965,0.887103079996
representative_minus_mean,Both,all,78.2251584242,1,181.444515217,0.743949044586,0.887134401315
representative_minus_mean,Both,all,78.2387769326,1,62.4052761041,0.744131028207,0.88714517384
representative_minus_mean,Both,all,78.247474905,1,1157.66536938,0.744313011829,0.887345012376
representative_minus_mean,Both,all,78.2752331722,1,538.580644498,0.74449499545,0.887437983256
representative_minus_mean,Both,all,78.3287230338,1,17.5653480733,0.744676979072,0.887441015422
representative_minus_mean,Both,all,78.36917094,1,45.198652157,0.744858962693,0.887448817705
representative_minus_mean,Both,all,78.419945563,1,5.49853300589,0.745040946315,0.887449766872
representative_minus_mean,Both,all,78.4310831791,1,2393.17089051,0.745222929936,0.88786288087
representative_minus_mean,Both,all,78.5322381338,1,128.052952577,0.745404913558,0.88788498563
representative_minus_mean,Both,all,78.5387072548,1,1896.61477856,0.745586897179,0.888212383108
representative_minus_mean,Both,all,78.5839803948,1,66.0685333229,0.745768880801,0.888223787991
representative_minus_mean,Both,all,78.6981807173,1,881.598074548,0.745950864422,0.888375971233
representative_minus_mean,Both,all,78.7488008815,1,1580.92642408,0.746132848044,0.888648873949
representative_minus_mean,Both,all,78.7532797371,1,7.46942233994,0.746314831665,0.888650163336
representative_minus_mean,Both,all,78.7756780957,1,36.2965918961,0.746496815287,0.888656428927
representative_minus_mean,Both,all,78.7906120353,1,125.734573491,0.746678798908,0.888678133483
representative_minus_mean,Both,all,78.9546076954,1,126.517091555,0.74686078253,0.888699973119
representative_minus_mean,Both,all,78.9620968394,1,1.27515044079,0.747042766151,0.888700193238
representative_minus_mean,Both,all,78.9851467005,1,793.741121307,0.747224749773,0.888837210436
representative_minus_mean,Both,all,79.0124614468,1,244.420254364,0.747406733394,0.888879402754
representative_minus_mean,Both,all,79.034127367,1,1443.49923197,0.747588717015,0.88912858251
representative_minus_mean,Both,all,79.0940530949,1,47.7439239514,0.747770700637,0.889136824163
representative_minus_mean,Both,all,79.1726348932,1,979.495383238,0.747952684258,0.889305906636
representative_minus_mean,Both,all,79.2243644289,1,94.8533351926,0.74813466788,0.889322280411
representative_minus_mean,Both,all,79.228949563,1,7.86947132919,0.748316651501,0.889323638855
representative_minus_mean,Both,all,79.2518138094,1,348.662893718,0.748498635123,0.889383825748
representative_minus_mean,Both,all,79.2687861062,1,2556.65064334,0.748680618744,0.889825159952
representative_minus_mean,Both,all,79.3844688247,1,902.13813678,0.748862602366,0.889980888861
representative_minus_mean,Both,all,79.5479766885,1,1680.30736939,0.749044585987,0.890270946916
representative_minus_mean,Both,all,79.5497381723,1,2152.13081343,0.749226569609,0.890642452089
representative_minus_mean,Both,all,79.5870583398,1,2969.78050772,0.74940855323,0.891155101604
representative_minus_mean,Both,all,79.8010929047,1,1801.72759258,0.749590536852,0.891466119464
representative_minus_mean,Both,all,79.8895637345,1,1.24429204804,0.749772520473,0.891466334256
representative_minus_mean,Both,all,79.8952362707,1,1800.86117972,0.749954504095,0.891777202554
representative_minus_mean,Both,all,79.9120615103,1,150.291211396,0.750136487716,0.891803146127
representative_minus_mean,Both,all,79.9359896012,1,32.278929568,0.750318471338,0.891808718181
representative_minus_mean,Both,all,80.0597435429,1,53.6080518881,0.750500454959,0.891817972111
representative_minus_mean,Both,all,80.1265321588,1,62.6869848602,0.750682438581,0.891828793265
representative_minus_mean,Both,all,80.2975849201,1,74.900405145,0.750864422202,0.891841722725
representative_minus_mean,Both,all,80.4141570689,1,62.1682838907,0.751046405823,0.89185245434
representative_minus_mean,Both,all,80.5025116212,1,1604.86490668,0.751228389445,0.892129489365
representative_minus_mean,Both,all,80.6087754163,1,0.00022779520493,0.751410373066,0.892129489404
representative_minus_mean,Both,all,80.6546396743,1,3152.81736911,0.751592356688,0.892673735113
representative_minus_mean,Both,all,80.6622048615,1,3485.31953654,0.751774340309,0.893275378018
representative_minus_mean,Both,all,80.6658803096,1,107,0.751956323931,0.893293848574
representative_minus_mean,Both,all,80.7131677047,1,1145.37754849,0.752138307552,0.893491565962
representative_minus_mean,Both,all,80.8226980442,1,59.7433047083,0.752320291174,0.893501878972
representative_minus_mean,Both,all,80.8776868468,1,6.5727550342,0.752502274795,0.893503013575
representative_minus_mean,Both,all,80.8806121636,1,39.414279657,0.752684258417,0.893509817347
representative_minus_mean,Both,all,80.904949696,1,275.222120846,0.752866242038,0.893557326746
representative_minus_mean,Both,all,80.9192951634,1,4.03980827829,0.75304822566,0.893558024106
representative_minus_mean,Both,all,80.9456976357,1,364.364143693,0.753230209281,0.893620921381
representative_minus_mean,Both,all,80.9927269001,1,2269.94565234,0.753412192903,0.894012763989
representative_minus_mean,Both,all,81.0574509228,1,2907.1278538,0.753594176524,0.894514598277
representative_minus_mean,Both,all,81.0986984821,1,777.994794755,0.753776160146,0.894648897312
representative_minus_mean,Both,all,81.1159909789,1,2447.29826604,0.753958143767,0.895071354886
representative_minus_mean,Both,all,81.2268086633,1,0.893436047883,0.754140127389,0.895071509113
representative_minus_mean,Both,all,81.3328265026,1,147.051117797,0.75432211101,0.895096893374
representative_minus_mean,Both,all,81.3858391734,1,421.869801326,0.754504094631,0.895169717393
representative_minus_mean,Both,all,81.4309919469,1,4.40891996679,0.754686078253,0.895170478469
representative_minus_mean,Both,all,81.5580687342,1,1187.60265103,0.754868061874,0.89537548484
representative_minus_mean,Both,all,81.5722615512,1,50.9462355871,0.755050045496,0.895384279282
representative_minus_mean,Both,all,81.6117510585,1,240.844775874,0.755232029117,0.895425854394
representative_minus_mean,Both,all,81.6883498974,1,2.45458004207,0.755414012739,0.895426278109
representative_minus_mean,Both,all,81.7300917325,1,1388.12715487,0.75559599636,0.895665899425
representative_minus_mean,Both,all,81.7582079903,1,15.2316496626,0.755777979982,0.895668528743
representative_minus_mean,Both,all,81.7734533963,1,50.2440399347,0.755959963603,0.895677201971
representative_minus_mean,Both,all,81.830454258,1,430.687577248,0.756141947225,0.895751548131
representative_minus_mean,Both,all,81.8973013728,1,3223.86359388,0.756323930846,0.896308057983
representative_minus_mean,Both,all,81.9292157225,1,434.544465803,0.756505914468,0.896383069927
representative_minus_mean,Both,all,82.0386215653,1,125.315878852,0.756687898089,0.896404702208
representative_minus_mean,Both,all,82.0574411225,1,145.76990394,0.756869881711,0.896429865303
representative_minus_mean,Both,all,82.082706056,1,511.613105811,0.757051865332,0.896518180992
representative_minus_mean,Both,all,82.3895174372,1,4.34774942692,0.757233848954,0.896518931509
representative_minus_mean,Both,all,82.4411946966,1,3344.06871441,0.757415832575,0.897096191412
representative_minus_mean,Both,all,82.4601078158,1,48.1277867906,0.757597816197,0.897104499328
representative_minus_mean,Both,all,82.4702350168,1,35.7777887801,0.757779799818,0.897110675362
representative_minus_mean,Both,all,82.5032643909,1,71.8910224191,0.757961783439,0.897123085336
representative_minus_mean,Both,all,82.5391914496,1,39.4435929861,0.758143767061,0.897129894168
representative_minus_mean,Both,all,82.6729487102,1,2205.08445267,0.758325750682,0.897510540305
representative_minus_mean,Both,all,82.7565635489,1,1960.60371581,0.758507734304,0.897848983682
representative_minus_mean,Both,all,82.848075683,1,144.875049608,0.758689717925,0.897873992306
representative_minus_mean,Both,all,82.8586999204,1,307.412428334,0.758871701547,0.897927058461
representative_minus_mean,Both,all,83.0298628858,1,2034.29672437,0.759053685168,0.898278222875
representative_minus_mean,Both,all,83.0839642933,1,360.641312517,0.75923566879,0.898340477507
representative_minus_mean,Both,all,83.1043309126,1,449.403147591,0.759417652411,0.898418054387
representative_minus_mean,Both,all,83.2500337994,1,12.5717245866,0.759599636033,0.898420224544
representative_minus_mean,Both,all,83.4444737233,1,1723.33876171,0.759781619654,0.898717710765
representative_minus_mean,Both,all,83.5654345029,1,20.174939083,0.759963603276,0.898721193404
representative_minus_mean,Both,all,83.7027041659,1,963.900377983,0.760145586897,0.898887583836
representative_minus_mean,Both,all,83.7146730614,1,315.613678244,0.760327570519,0.898942065707
representative_minus_mean,Both,all,83.7235543595,1,1614.61279863,0.76050955414,0.899220783433
representative_minus_mean,Both,all,83.7337157254,1,836.0285661,0.760691537762,0.899365100375
representative_minus_mean,Both,all,83.7550037455,1,1956.53807971,0.760873521383,0.899702841934
representative_minus_mean,Both,all,83.7990319681,1,169.004639352,0.761055505005,0.899732015856
representative_minus_mean,Both,all,83.871086854,1,179.550559693,0.761237488626,0.899763010237
representative_minus_mean,Both,all,83.9327942069,1,64.5628786152,0.761419472247,0.899774155212
representative_minus_mean,Both,all,84.1400192578,1,1243.16315459,0.761601455869,0.899988752549
representative_minus_mean,Both,all,84.2856681078,1,4.94116758147,0.76178343949,0.899989605503
representative_minus_mean,Both,all,84.3118663903,1,218.874408909,0.761965423112,0.900027388046
representative_minus_mean,Both,all,84.3776306599,1,383.245155493,0.762147406733,0.9000935446
representative_minus_mean,Both,all,84.5363767117,1,785.0806298,0.762329390355,0.900229066805
representative_minus_mean,Both,all,84.794205002,1,21.4594820576,0.762511373976,0.900232771185
representative_minus_mean,Both,all,84.8024845483,1,21.0017709573,0.762693357598,0.900236396553
representative_minus_mean,Both,all,84.8158149263,1,1066.41108971,0.762875341219,0.900420482591
