comparison,city,population_method,threshold_m,left_beyond,right_beyond,cells,allocated_population
representative_minus_p90,Both,all,300,False,False,3021,4390181.0292
representative_minus_p90,Both,all,300,False,True,546,650639.903142
representative_minus_p90,Both,all,300,True,False,471,204643.589525
representative_minus_p90,Both,all,300,True,True,1457,547539.112928
representative_minus_p90,Both,all,500,False,False,4340,5616332.22058
representative_minus_p90,Both,all,500,False,True,134,34841.3711826
representative_minus_p90,Both,all,500,True,False,256,59930.3514506
representative_minus_p90,Both,all,500,True,True,765,81899.6915743
representative_minus_p90,Both,all,800,False,False,4849,5736081.51835
representative_minus_p90,Both,all,800,False,True,54,7457.64590862
representative_minus_p90,Both,all,800,True,False,105,18010.9515171
representative_minus_p90,Both,all,800,True,True,487,31453.519012
representative_minus_p90,NewTaipei,all,300,False,False,1947,2679909.42943
representative_minus_p90,NewTaipei,all,300,False,True,358,380326.509443
representative_minus_p90,NewTaipei,all,300,True,False,354,155333.808053
representative_minus_p90,NewTaipei,all,300,True,True,1130,355018.538565
representative_minus_p90,NewTaipei,all,500,False,False,2855,3445909.78476
representative_minus_p90,NewTaipei,all,500,False,True,101,24023.6344135
representative_minus_p90,NewTaipei,all,500,True,False,181,40491.4946028
representative_minus_p90,NewTaipei,all,500,True,True,652,60163.3717144
representative_minus_p90,NewTaipei,all,800,False,False,3214,3522261.1998
representative_minus_p90,NewTaipei,all,800,False,True,46,7025.8395781
representative_minus_p90,NewTaipei,all,800,True,False,81,13641.4441678
representative_minus_p90,NewTaipei,all,800,True,True,448,27659.8019475
representative_minus_p90,NewTaipei,known_zero,300,False,False,0,0
representative_minus_p90,NewTaipei,known_zero,300,False,True,0,0
representative_minus_p90,NewTaipei,known_zero,300,True,False,0,0
representative_minus_p90,NewTaipei,known_zero,300,True,True,0,0
representative_minus_p90,NewTaipei,known_zero,500,False,False,0,0
representative_minus_p90,NewTaipei,known_zero,500,False,True,0,0
representative_minus_p90,NewTaipei,known_zero,500,True,False,0,0
representative_minus_p90,NewTaipei,known_zero,500,True,True,0,0
representative_minus_p90,NewTaipei,known_zero,800,False,False,0,0
representative_minus_p90,NewTaipei,known_zero,800,False,True,0,0
representative_minus_p90,NewTaipei,known_zero,800,True,False,0,0
representative_minus_p90,NewTaipei,known_zero,800,True,True,0,0
representative_minus_p90,NewTaipei,residential_support,300,False,False,688,557672.655752
representative_minus_p90,NewTaipei,residential_support,300,False,True,143,78152.6661437
representative_minus_p90,NewTaipei,residential_support,300,True,False,185,46580.539194
representative_minus_p90,NewTaipei,residential_support,300,True,True,799,137881.737855
representative_minus_p90,NewTaipei,residential_support,500,False,False,1100,747490.341738
representative_minus_p90,NewTaipei,residential_support,500,False,True,68,13558.9928763
representative_minus_p90,NewTaipei,residential_support,500,True,False,110,14733.4013356
representative_minus_p90,NewTaipei,residential_support,500,True,True,537,44504.8629951
representative_minus_p90,NewTaipei,residential_support,800,False,False,1344,784276.882519
representative_minus_p90,NewTaipei,residential_support,800,False,True,33,5845.02130653
representative_minus_p90,NewTaipei,residential_support,800,True,False,56,6408.07787305
representative_minus_p90,NewTaipei,residential_support,800,True,True,382,23757.6172463
representative_minus_p90,NewTaipei,uniform_proxy,300,False,False,1259,2122236.77368
representative_minus_p90,NewTaipei,uniform_proxy,300,False,True,215,302173.843299
representative_minus_p90,NewTaipei,uniform_proxy,300,True,False,169,108753.268859
representative_minus_p90,NewTaipei,uniform_proxy,300,True,True,331,217136.800709
representative_minus_p90,NewTaipei,uniform_proxy,500,False,False,1755,2698419.44302
representative_minus_p90,NewTaipei,uniform_proxy,500,False,True,33,10464.6415372
representative_minus_p90,NewTaipei,uniform_proxy,500,True,False,71,25758.0932672
representative_minus_p90,NewTaipei,uniform_proxy,500,True,True,115,15658.5087193
representative_minus_p90,NewTaipei,uniform_proxy,800,False,False,1870,2737984.31728
representative_minus_p90,NewTaipei,uniform_proxy,800,False,True,13,1180.81827156
representative_minus_p90,NewTaipei,uniform_proxy,800,True,False,25,7233.3662948
representative_minus_p90,NewTaipei,uniform_proxy,800,True,True,66,3902.18470115
representative_minus_p90,NewTaipei,unknown,300,False,False,0,0
representative_minus_p90,NewTaipei,unknown,300,False,True,0,0
representative_minus_p90,NewTaipei,unknown,300,True,False,0,0
representative_minus_p90,NewTaipei,unknown,300,True,True,0,0
representative_minus_p90,NewTaipei,unknown,500,False,False,0,0
representative_minus_p90,NewTaipei,unknown,500,False,True,0,0
representative_minus_p90,NewTaipei,unknown,500,True,False,0,0
representative_minus_p90,NewTaipei,unknown,500,True,True,0,0
representative_minus_p90,NewTaipei,unknown,800,False,False,0,0
representative_minus_p90,NewTaipei,unknown,800,False,True,0,0
representative_minus_p90,NewTaipei,unknown,800,True,False,0,0
representative_minus_p90,NewTaipei,unknown,800,True,True,0,0
representative_minus_p90,Taipei,all,300,False,False,1074,1710271.59977
representative_minus_p90,Taipei,all,300,False,True,188,270313.3937
representative_minus_p90,Taipei,all,300,True,False,117,49309.7814721
representative_minus_p90,Taipei,all,300,True,True,327,192520.574363
representative_minus_p90,Taipei,all,500,False,False,1485,2170422.43582
representative_minus_p90,Taipei,all,500,False,True,33,10817.7367691
representative_minus_p90,Taipei,all,500,True,False,75,19438.8568478
representative_minus_p90,Taipei,all,500,True,True,113,21736.3198599
representative_minus_p90,Taipei,all,800,False,False,1635,2213820.31856
representative_minus_p90,Taipei,all,800,False,True,8,431.806330521
representative_minus_p90,Taipei,all,800,True,False,24,4369.50734924
representative_minus_p90,Taipei,all,800,True,True,39,3793.71706455
representative_minus_p90,Taipei,known_zero,300,False,False,0,0
representative_minus_p90,Taipei,known_zero,300,False,True,0,0
representative_minus_p90,Taipei,known_zero,300,True,False,0,0
representative_minus_p90,Taipei,known_zero,300,True,True,0,0
representative_minus_p90,Taipei,known_zero,500,False,False,0,0
representative_minus_p90,Taipei,known_zero,500,False,True,0,0
representative_minus_p90,Taipei,known_zero,500,True,False,0,0
representative_minus_p90,Taipei,known_zero,500,True,True,0,0
representative_minus_p90,Taipei,known_zero,800,False,False,0,0
representative_minus_p90,Taipei,known_zero,800,False,True,0,0
representative_minus_p90,Taipei,known_zero,800,True,False,0,0
representative_minus_p90,Taipei,known_zero,800,True,True,0,0
representative_minus_p90,Taipei,residential_support,300,False,False,397,530440.275337
representative_minus_p90,Taipei,residential_support,300,False,True,93,109486.617823
representative_minus_p90,Taipei,residential_support,300,True,False,63,23670.4898567
representative_minus_p90,Taipei,residential_support,300,True,True,226,101739.210216
representative_minus_p90,Taipei,residential_support,500,False,False,623,737734.536564
representative_minus_p90,Taipei,residential_support,500,False,True,20,2796.53149456
representative_minus_p90,Taipei,residential_support,500,True,False,47,10539.1130176
representative_minus_p90,Taipei,residential_support,500,True,True,89,14266.4121564
representative_minus_p90,Taipei,residential_support,800,False,False,726,759696.797391
representative_minus_p90,Taipei,residential_support,800,False,True,6,349.808722962
representative_minus_p90,Taipei,residential_support,800,True,False,16,3479.86848981
representative_minus_p90,Taipei,residential_support,800,True,True,31,1810.11862866
representative_minus_p90,Taipei,uniform_proxy,300,False,False,677,1179831.32443
representative_minus_p90,Taipei,uniform_proxy,300,False,True,95,160826.775877
representative_minus_p90,Taipei,uniform_proxy,300,True,False,54,25639.2916155
representative_minus_p90,Taipei,uniform_proxy,300,True,True,101,90781.3641474
representative_minus_p90,Taipei,uniform_proxy,500,False,False,862,1432687.89926
representative_minus_p90,Taipei,uniform_proxy,500,False,True,13,8021.20527451
representative_minus_p90,Taipei,uniform_proxy,500,True,False,28,8899.74383019
representative_minus_p90,Taipei,uniform_proxy,500,True,True,24,7469.90770358
representative_minus_p90,Taipei,uniform_proxy,800,False,False,909,1454123.52116
representative_minus_p90,Taipei,uniform_proxy,800,False,True,2,81.9976075589
representative_minus_p90,Taipei,uniform_proxy,800,True,False,8,889.638859421
representative_minus_p90,Taipei,uniform_proxy,800,True,True,8,1983.59843589
representative_minus_p90,Taipei,unknown,300,False,False,0,0
representative_minus_p90,Taipei,unknown,300,False,True,0,0
representative_minus_p90,Taipei,unknown,300,True,False,0,0
representative_minus_p90,Taipei,unknown,300,True,True,0,0
representative_minus_p90,Taipei,unknown,500,False,False,0,0
representative_minus_p90,Taipei,unknown,500,False,True,0,0
representative_minus_p90,Taipei,unknown,500,True,False,0,0
representative_minus_p90,Taipei,unknown,500,True,True,0,0
representative_minus_p90,Taipei,unknown,800,False,False,0,0
representative_minus_p90,Taipei,unknown,800,False,True,0,0
representative_minus_p90,Taipei,unknown,800,True,False,0,0
representative_minus_p90,Taipei,unknown,800,True,True,0,0
